"Test Article Name","Study Conclusion","Trial Result","Microsomal Activation Used",Protocol,"Study View",CASRN,"NTP Study ID"
Aldicarb,Positive,"Negative and Non-Toxic","Induced S9","566841.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566841.sift)","002-01617-0009-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01617-0009-0000-6)"," 116-06-3",566841
Aldicarb,Positive,Positive,"Induced S9","566841.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566841.sift)","002-01617-0009-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01617-0009-0000-6)"," 116-06-3",566841
Aldicarb,Positive,Positive,"Non-Induced S9","566841.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566841.sift)","002-01617-0009-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01617-0009-0000-6)"," 116-06-3",566841
Aldicarb,Positive,,"Non-Induced S9","566841.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566841.sift)","002-01617-0009-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01617-0009-0000-6)"," 116-06-3",566841
Aldicarb,Positive,"Negative and Non-Toxic",Nonactivation,"566841.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/566841.sift)","002-01617-0009-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01617-0009-0000-6)"," 116-06-3",566841
"Allyl isothiocyanate",Positive,Positive,Nonactivation,"352025.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/352025.sift)","002-01633-0014-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01633-0014-0000-0)"," 57-06-7",352025
"Allyl isovalerate",Positive,Positive,Nonactivation,"479203.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/479203.sift)","002-01634-0009-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01634-0009-0000-5)"," 2835-39-4",479203
"Ampicillin trihydrate",Negative,"Negative and Non-Toxic","Induced S9","351941.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/351941.sift)","002-01647-0008-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01647-0008-0000-8)"," 7177-48-2",351941
"Ampicillin trihydrate",Negative,"Negative and Non-Toxic","Non-Induced S9","351941.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/351941.sift)","002-01647-0008-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01647-0008-0000-8)"," 7177-48-2",351941
"Ampicillin trihydrate",Negative,"Negative and Non-Toxic",Nonactivation,"351941.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/351941.sift)","002-01647-0008-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01647-0008-0000-8)"," 7177-48-2",351941
"Ampicillin trihydrate",Negative,Rejected,Nonactivation,"351941.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/351941.sift)","002-01647-0008-0000-8 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01647-0008-0000-8)"," 7177-48-2",351941
Anilazine,Positive,Positive,"Induced S9","G52321.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G52321.sift)","002-01653-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01653-0008-0000-5)"," 101-05-3",G52321
Anilazine,Positive,Inconclusive,Nonactivation,"G52321.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G52321.sift)","002-01653-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01653-0008-0000-5)"," 101-05-3",G52321
Anilazine,Positive,Positive,Nonactivation,"G52321.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G52321.sift)","002-01653-0008-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01653-0008-0000-5)"," 101-05-3",G52321
Anilazine,Positive,Positive,"Induced S9","G87759.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G87759.sift)","002-01653-0009-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01653-0009-0000-6)"," 101-05-3",G87759
Anilazine,Positive,Positive,Nonactivation,"G87759.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G87759.sift)","002-01653-0009-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01653-0009-0000-6)"," 101-05-3",G87759
Aniline,Positive,Positive,"Induced S9","423002.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/423002.sift)","002-01654-0011-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01654-0011-0000-0)"," 62-53-3",423002
Aniline,Positive,Equivocal,Nonactivation,"423002.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/423002.sift)","002-01654-0011-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01654-0011-0000-0)"," 62-53-3",423002
Aniline,Positive,Inconclusive,Nonactivation,"423002.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/423002.sift)","002-01654-0011-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01654-0011-0000-0)"," 62-53-3",423002
Aniline,Positive,Positive,Nonactivation,"423002.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/423002.sift)","002-01654-0011-0000-0 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01654-0011-0000-0)"," 62-53-3",423002
Anthracene,Positive,Equivocal,"Induced S9","G18716.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G18716.sift)","002-01656-0003-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01656-0003-0000-3)"," 120-12-7",G18716
Anthracene,Positive,Negative,"Induced S9","G18716.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G18716.sift)","002-01656-0003-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01656-0003-0000-3)"," 120-12-7",G18716
Anthracene,Positive,,"Induced S9","G18716.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G18716.sift)","002-01656-0003-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01656-0003-0000-3)"," 120-12-7",G18716
Anthracene,Positive,Positive,"Non-Induced S9","G18716.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G18716.sift)","002-01656-0003-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01656-0003-0000-3)"," 120-12-7",G18716
Anthracene,Positive,"Negative and Non-Toxic",Nonactivation,"G18716.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G18716.sift)","002-01656-0003-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01656-0003-0000-3)"," 120-12-7",G18716
Anthracene,Positive,Positive,"Induced S9","G25719.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G25719.sift)","002-01656-0004-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01656-0004-0000-4)"," 120-12-7",G25719
Anthracene,Positive,"Negative and Non-Toxic",Nonactivation,"G25719.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G25719.sift)","002-01656-0004-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01656-0004-0000-4)"," 120-12-7",G25719
"Barium chloride dihydrate",Positive,Equivocal,"Induced S9","741714.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/741714.sift)","002-01684-0008-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01684-0008-0000-9)"," 10326-27-9",741714
"Barium chloride dihydrate",Positive,Rejected,"Induced S9","741714.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/741714.sift)","002-01684-0008-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01684-0008-0000-9)"," 10326-27-9",741714
"Barium chloride dihydrate",Positive,"Negative and Non-Toxic",Nonactivation,"741714.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/741714.sift)","002-01684-0008-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01684-0008-0000-9)"," 10326-27-9",741714
Benz(a)anthracene,Positive,"No Call","Induced S9","G16554.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G16554.sift)","002-01687-0001-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01687-0001-0000-5)"," 56-55-3",G16554
Benz(a)anthracene,Positive,Positive,"Induced S9","G16554.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G16554.sift)","002-01687-0001-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01687-0001-0000-5)"," 56-55-3",G16554
Benz(a)anthracene,Positive,"Negative and Non-Toxic",Nonactivation,"G16554.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G16554.sift)","002-01687-0001-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01687-0001-0000-5)"," 56-55-3",G16554
Benz(a)anthracene,Positive,"No Call",Nonactivation,"G16554.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G16554.sift)","002-01687-0001-0000-5 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01687-0001-0000-5)"," 56-55-3",G16554
Benz(a)anthracene,Positive,Positive,"Induced S9","G62003.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G62003.sift)","002-01687-0002-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01687-0002-0000-6)"," 56-55-3",G62003
Benz(a)anthracene,Positive,Positive,"Non-Induced S9","G62003.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G62003.sift)","002-01687-0002-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01687-0002-0000-6)"," 56-55-3",G62003
Benz(a)anthracene,Positive,"Negative and Non-Toxic",Nonactivation,"G62003.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G62003.sift)","002-01687-0002-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01687-0002-0000-6)"," 56-55-3",G62003
Benz(a)anthracene,Positive,"No Call",Nonactivation,"G62003.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G62003.sift)","002-01687-0002-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01687-0002-0000-6)"," 56-55-3",G62003
Benz(a)anthracene,Positive,Positive,Nonactivation,"G62003.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G62003.sift)","002-01687-0002-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01687-0002-0000-6)"," 56-55-3",G62003
Benzaldehyde,Positive,Positive,Nonactivation,"895369.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/895369.sift)","002-01688-0010-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01688-0010-0000-6)"," 100-52-7",895369
Benzaldehyde,Positive,Rejected,Nonactivation,"895369.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/895369.sift)","002-01688-0010-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01688-0010-0000-6)"," 100-52-7",895369
Benzene,Negative,Inconclusive,"Induced S9","342509.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/342509.sift)","002-01690-0018-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01690-0018-0000-7)"," 71-43-2",342509
Benzene,Negative,Negative,"Induced S9","342509.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/342509.sift)","002-01690-0018-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01690-0018-0000-7)"," 71-43-2",342509
Benzene,Negative,Negative,"Non-Induced S9","342509.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/342509.sift)","002-01690-0018-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01690-0018-0000-7)"," 71-43-2",342509
Benzene,Negative,Rejected,"Non-Induced S9","342509.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/342509.sift)","002-01690-0018-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01690-0018-0000-7)"," 71-43-2",342509
Benzene,Negative,Negative,Nonactivation,"342509.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/342509.sift)","002-01690-0018-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01690-0018-0000-7)"," 71-43-2",342509
"Benzidine dihydrochloride",Positive,Positive,"Induced S9","011624.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/011624.sift)","002-01694-0013-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01694-0013-0000-6)"," 531-85-1",011624
"Benzidine dihydrochloride",Positive,Rejected,"Induced S9","011624.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/011624.sift)","002-01694-0013-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01694-0013-0000-6)"," 531-85-1",011624
"Benzidine dihydrochloride",Positive,Positive,Nonactivation,"011624.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/011624.sift)","002-01694-0013-0000-6 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01694-0013-0000-6)"," 531-85-1",011624
"Benzidine dihydrochloride",Positive,Positive,"Induced S9","018793.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/018793.sift)","002-01694-0014-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01694-0014-0000-7)"," 531-85-1",018793
"Benzidine dihydrochloride",Positive,Positive,Nonactivation,"018793.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/018793.sift)","002-01694-0014-0000-7 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01694-0014-0000-7)"," 531-85-1",018793
Benzo(a)pyrene,Positive,Positive,"Induced S9","G14533.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G14533.sift)","002-01698-0007-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01698-0007-0000-3)"," 50-32-8",G14533
Benzo(a)pyrene,Positive,"No Call","Non-Induced S9","G14533.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G14533.sift)","002-01698-0007-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01698-0007-0000-3)"," 50-32-8",G14533
Benzo(a)pyrene,Positive,"Negative and Non-Toxic",Nonactivation,"G14533.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G14533.sift)","002-01698-0007-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01698-0007-0000-3)"," 50-32-8",G14533
Benzo(a)pyrene,Positive,Positive,"Induced S9","G58760.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G58760.sift)","002-01698-0008-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01698-0008-0000-4)"," 50-32-8",G58760
Benzo(a)pyrene,Positive,Positive,"Non-Induced S9","G58760.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G58760.sift)","002-01698-0008-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01698-0008-0000-4)"," 50-32-8",G58760
Benzo(a)pyrene,Positive,Negative,Nonactivation,"G58760.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G58760.sift)","002-01698-0008-0000-4 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01698-0008-0000-4)"," 50-32-8",G58760
Benzo(e)pyrene,Positive,"No Call","Induced S9","G17917.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G17917.sift)","002-01700-0002-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01700-0002-0000-2)"," 192-97-2",G17917
Benzo(e)pyrene,Positive,Positive,"Induced S9","G17917.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G17917.sift)","002-01700-0002-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01700-0002-0000-2)"," 192-97-2",G17917
Benzo(e)pyrene,Positive,"No Call","Non-Induced S9","G17917.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G17917.sift)","002-01700-0002-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01700-0002-0000-2)"," 192-97-2",G17917
Benzo(e)pyrene,Positive,"Negative and Non-Toxic",Nonactivation,"G17917.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G17917.sift)","002-01700-0002-0000-2 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01700-0002-0000-2)"," 192-97-2",G17917
Benzo(e)pyrene,Positive,Positive,"Induced S9","G65246.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G65246.sift)","002-01700-0003-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01700-0003-0000-3)"," 192-97-2",G65246
Benzo(e)pyrene,Positive,"Negative and Non-Toxic","Non-Induced S9","G65246.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G65246.sift)","002-01700-0003-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01700-0003-0000-3)"," 192-97-2",G65246
Benzo(e)pyrene,Positive,"No Call","Non-Induced S9","G65246.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G65246.sift)","002-01700-0003-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01700-0003-0000-3)"," 192-97-2",G65246
Benzo(e)pyrene,Positive,"Negative and Non-Toxic",Nonactivation,"G65246.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/G65246.sift)","002-01700-0003-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01700-0003-0000-3)"," 192-97-2",G65246
Benzofuran,Positive,Negative,Nonactivation,"158938.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/158938.sift)","002-01703-0008-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01703-0008-0000-1)"," 271-89-6",158938
Benzofuran,Positive,Positive,Nonactivation,"158938.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/158938.sift)","002-01703-0008-0000-1 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01703-0008-0000-1)"," 271-89-6",158938
Benzoin,Positive,Positive,"Induced S9","542967.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/542967.sift)","002-01705-0013-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01705-0013-0000-9)"," 119-53-9",542967
Benzoin,Positive,Equivocal,Nonactivation,"542967.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/542967.sift)","002-01705-0013-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01705-0013-0000-9)"," 119-53-9",542967
Benzoin,Positive,Negative,Nonactivation,"542967.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/542967.sift)","002-01705-0013-0000-9 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01705-0013-0000-9)"," 119-53-9",542967
"Benzyl acetate",Positive,Negative,Nonactivation,"311211.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/311211.sift)","002-01712-0019-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01712-0019-0000-3)"," 140-11-4",311211
"Benzyl acetate",Positive,Positive,Nonactivation,"311211.sift (ftp://anonftp.niehs.nih.gov/ntp-cebs/datatype/GENETOX_Mouse_Lymphoma_Mammalian_Cell_Mutagenicity/NTP/Legacy_SIFTs/311211.sift)","002-01712-0019-0000-3 (https://manticore.niehs.nih.gov/cebssearch/genetox/002-01712-0019-0000-3)"," 140-11-4",311211
